date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:31:09	2217/2217	---MCZ	200	added ('OK')	application/json	date:Mon,%2007%20Jun%202021%2013:31:05%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flmpixels.com%2Fwp%2Fleven-wp%2Ffull-width-dark%2F	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embedd701.json	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:09	2288/2288	---MCZ	200	added ('OK')	text/xml	date:Mon,%2007%20Jun%202021%2013:31:06%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flmpixels.com%2Fwp%2Fleven-wp%2Ffull-width-dark%2F&format=xml	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embed2b04	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:09	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Tue,%2011%20Feb%202020%2016:03:16%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-content/uploads/sites/5/2019/12/favicon.ico	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-content/uploads/sites/5/2019/12/favicon.ico	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:11	35662/35662	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2007%20Jun%202021%2013:31:06%20GMT	https://lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/cdn-cgi/bm/cv/669835187/api.js	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:12	32477/32477	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:07%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/about-me-3/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/about-me-3/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:08%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-1.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-1.9.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:12	32064/32064	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:07%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:12	32657/32657	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:08%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/about-me-4/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/about-me-4/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:13	14072/14072	---M--	200	added ('OK')	image/jpeg	etag:%225dee2787-36f8%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-1.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-1.jpg	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:13	32676/32676	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:09%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/about-me-6/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/about-me-6/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:13	32496/32496	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:09%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/about-me-5/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/about-me-5/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:13	19542/19542	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:09%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/home/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/home/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:10%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-2.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-2.b.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:14	19771/19771	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:10%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/home-2/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/home-2/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:14	26687/26687	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:10%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/resume/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/resume/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:14	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%225dee2794-3477%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-2.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-2.jpg	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:14	36143/36143	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:11%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/portfolio/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/portfolio/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:11%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-3.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-3.d.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:15	36100/36100	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:11%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/portfolio-2-columns/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/portfolio-2-columns/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:15	36119/36119	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:12%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/portfolio-4-columns/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/portfolio-4-columns/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:16	18623/18623	---M--	200	added ('OK')	image/jpeg	etag:%225dee2797-48bf%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-3.jpg	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/testimonial-3.jpg	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:12%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/goldengrid.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/goldengrid.f.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:16	36119/36119	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:12%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/portfolio-5-columns/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/portfolio-5-columns/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:16	33535/33535	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:12%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/blog-2-columns/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/blog-2-columns/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:17	33482/33482	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:13%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/blog-3-columns/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/blog-3-columns/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:17	2783/2783	---M--	200	added ('OK')	image/png	etag:%225df8e5d5-adf%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/goldengrid.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/goldengrid.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:14%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/sweety.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/sweety.11.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:17	52738/52738	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:13%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/blog/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/blog/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:17	23123/23123	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:14%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/contact/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/contact/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:18	2295/2295	---M--	200	added ('OK')	image/png	etag:%225df8e671-8f7%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/sweety.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/sweety.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:14%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/Magic-Furnitures-1.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/Magic-Furnitures-1.13.delayed	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:18	24796/24796	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:14%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/extra/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/extra/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:18	3079/3079	---M--	200	added ('OK')	image/png	etag:%225df8e7a5-c07%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/Magic-Furnitures-1.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/Magic-Furnitures-1.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:15%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/lifeguard.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/lifeguard.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:19	2528/2528	---M--	200	added ('OK')	image/png	etag:%225df8e92b-9e0%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/lifeguard.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/lifeguard.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:16%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-7.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-7.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:20	1500/1500	---M--	200	added ('OK')	image/png	etag:%225dee27f7-5dc%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-7.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-7.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:16%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/designlovers.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/designlovers.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:21	2808/2808	---M--	200	added ('OK')	image/png	etag:%225df8ea62-af8%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/designlovers.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/designlovers.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:17%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-2.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-2.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:22	2125/2125	---M--	200	added ('OK')	image/png	etag:%225dee27ec-84d%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-2.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-2.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:22	5213/5213	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:19%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-login.php	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-login.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:23	28408/28408	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:19%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/how-to-make-a-wordpress-plugin-extensible/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/how-to-make-a-wordpress-plugin-extensible/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:23	176224/176224	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20Apr%202021%2010:21:11%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-content/mmr/d9f6956b-1619086408.min.js	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-content/mmr/d9f6956b-1619086408.min.js	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:25	13614/13614	---MCZ	200	added ('OK')	text/javascript	etag:W/%225753bdd2-d310-49fa-bd2b-065a8e512116%22	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/Web%20Netlify/static.cloudflareinsights.com/beacon.min.js	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:25	29118/29118	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:20%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/why-i-switched-to-sketch-for-ui-design/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/why-i-switched-to-sketch-for-ui-design/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:25	30000/30000	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:19%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/6-easy-steps-to-better-icon-design/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/6-easy-steps-to-better-icon-design/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:25	31199/31199	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:20%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/creative-and-innovative-navigation-designs/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/creative-and-innovative-navigation-designs/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:26	25416/25416	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:23%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/11/28/hello-world/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/11/28/hello-world/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:26	420/420	---MC-	302	error ('Found')	text/html	date:Mon,%2007%20Jun%202021%2013:31:22%20GMT	https://lmpixels.com/wp/leven-wp/wp-content/themes/leven/css/owl.video.play.png	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/wp-content/themes/leven/css/owl.video.play.png	(from https://lmpixels.com/wp/leven-wp/full-width-dark/wp-content/mmr/547ef784-1619086408.min.css)
20:31:28	20282/20282	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:23%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/11/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/11/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:28	27985/27985	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:23%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/an-overview-of-e-commerce-platforms/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/04/an-overview-of-e-commerce-platforms/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:29	49600/49600	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:23%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/2019/12/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/2019/12/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:29	26724/26724	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:24%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/category/design/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/category/design/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:29	26738/26738	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:26%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/category/e-commerce/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/category/e-commerce/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:32	22129/22129	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:26%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/category/wordpress/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/category/wordpress/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:32	27006/27006	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:26%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/category/ui/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/category/ui/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:32	20668/20668	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Jun%202021%2013:31:26%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/category/uncategorized/	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/category/uncategorized/index.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/)
20:31:32	696019/696019	---MCZ	200	added ('OK')	text/css	date:Thu,%2022%20Apr%202021%2015:56:22%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-content/mmr/295df9e4-1619086408.min.css	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-content/mmr/295df9e4-1619086408.min.css	(from https://lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/)
20:31:32	17592/17592	---MCZ	200	added ('OK')	application/json	date:Mon,%2007%20Jun%202021%2013:31:29%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-json/wp/v2/pages/164	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-json/wp/v2/pages/164.json	(from https://lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/)
20:31:33	2257/2257	---MCZ	200	added ('OK')	application/json	date:Mon,%2007%20Jun%202021%2013:31:30%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flmpixels.com%2Fwp%2Fleven-wp%2Ffull-width-dark%2Fhome-2-about-me%2F	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/wp-json/oembed/1.0/embedc790.json	(from https://lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/)
20:31:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Jun%202021%2013:31:30%20GMT	https://lmpixels.com/wp/leven-wp/full-width-dark/?p=164	C:/My%20Web%20Sites/Web%20Netlify/lmpixels.com/wp/leven-wp/full-width-dark/index7760.html	(from https://lmpixels.com/wp/leven-wp/full-width-dark/home-2-about-me/)
